,model_id,percent,product_id
137,12,7,SKYW
138,12,8,LKQ
139,12,7,FORM
140,12,5,QURE
141,12,10,GLMD
142,12,5,IOVA
143,12,10,MGEN
144,12,20,NVDA
145,13,6,RNLC
146,13,7,MRAM
147,13,8,CGO
148,13,8,FEX
149,13,5,ASFI
150,13,7,EEFT
151,13,8,FIXX
152,13,6,CSF
153,13,8,XON
154,13,9,POWI
155,13,8,ATOM
156,13,20,HQI
157,14,10,ANGL
158,14,8,SRNE
159,14,5,LVGO
160,14,7,AVT
161,14,8,BFST
162,14,9,SIGI
163,14,5,HFBL
164,14,9,CLLS
165,14,8,CLBS
166,14,6,SABR
167,14,8,BNDW
168,14,17,EFOI
169,15,7,NKTR
170,15,5,ALCO
171,15,8,PRNB
172,15,10,JJSF
173,15,5,VIAV
174,15,8,MKGI
175,15,6,HIIQ
176,15,7,FEIM
177,15,6,CIDM
178,15,7,ERIC
179,15,8,RDIB
180,15,23,RNDB
181,16,7,OLED
182,16,9,FLNT
183,16,8,LAMR
184,16,7,PTVCB
185,16,7,GFED
186,16,10,PLSE
187,16,6,COWN
188,16,8,CRWD
189,16,8,CORT
190,16,10,FTR
191,16,9,EXTR
192,16,11,SPSC
193,17,9,MNSB
194,17,6,SSSS
195,17,7,PFBI
196,17,8,DOYU
197,17,7,ALSK
198,17,8,ARVN
199,17,8,SABR
200,17,8,PDSB
201,17,7,GGAL
202,17,8,RUSHA
203,17,8,ON
204,17,16,CODA
205,18,9,BSCK
206,18,7,KELYA
207,18,8,INSUW
208,18,5,SPTN
209,18,7,TESS
210,18,10,EXPI
211,18,6,ICLN
212,18,9,MCHI
213,18,7,NESR
214,18,6,UG
215,18,10,RMBI
216,18,16,BDSI
217,19,10,GLNG
218,19,10,FISV
219,19,7,FLAT
220,19,8,MYL
221,19,8,MYSZ
222,19,6,KTOV
223,19,7,EBTC
224,19,10,UCBI
225,19,8,PKOH
226,19,9,THMO
227,19,10,MWK
228,19,7,BBP
229,20,8,HLG
230,20,9,EPIX
231,20,10,NVMI
232,20,5,MGIC
233,20,8,FUV
234,20,8,HSDT
235,20,10,SGC
236,20,7,TXG
237,20,9,RKDA
238,20,9,EBIX
239,20,6,NXTG
240,20,11,NBEV
241,21,5,BL
242,21,6,MLHR
243,21,10,PRFZ
244,21,6,RMCF
245,21,6,TCOM
246,21,9,AUDC
247,21,9,NXGN
248,21,7,LIVN
249,21,8,EXPD
250,21,10,KVHI
251,21,7,MATW
252,21,17,FUSB
253,22,10,FNK
254,22,10,ATRC
255,22,7,CLCT
256,22,5,FTGC
257,22,7,CTXS
258,22,6,CSII
259,22,7,FTRI
260,22,8,RYAAY
261,22,9,PFM
262,22,6,ALRN
263,22,10,CHW
264,22,15,CFFN
265,23,7,XONE
266,23,9,WASH
267,23,10,ROAD
268,23,9,TGEN
269,23,6,PTVCB
270,23,5,RKDA
271,23,6,SRCE
272,23,10,LAKE
273,23,7,CHCO
274,23,8,SY
275,23,7,KFRC
276,23,16,TCRD
277,24,6,RCKT
278,24,6,SNOA
279,24,9,TDIV
280,24,9,LEGH
281,24,9,MBIO
282,24,6,EMCB
283,24,7,MANH
284,24,9,LBTYA
285,24,7,HUGE
286,24,6,TERP
287,24,6,RDCM
288,24,20,CDEV
289,25,9,CHSCN
290,25,9,CTBI
291,25,8,BMRC
292,25,10,CLDX
293,25,5,LRGE
294,25,7,WKHS
295,25,6,BVSN
296,25,9,ADXS
297,25,9,FRHC
298,25,5,MOHO
299,25,6,CCRC
300,25,17,CDLX
301,26,7,TBK
302,26,7,RUHN
303,26,6,VGSH
304,26,8,LNDC
305,26,6,PRAH
306,26,8,HBT
307,26,5,DWAS
308,26,7,AEHR
309,26,5,CBTX
310,26,10,WTFC
311,26,10,FCCO
312,26,21,QQQ
313,27,7,INTU
314,27,7,ICLK
315,27,10,IPLDP
316,27,7,MANH
317,27,6,ABIO
318,27,9,COST
319,27,5,CMCSA
320,27,9,VSDA
321,27,6,BWAY
322,27,6,MMSI
323,27,6,COOP
324,27,22,NCTY
325,28,5,WIRE
326,28,8,NDSN
327,28,9,CRWS
328,28,6,DEACU
329,28,6,CODX
330,28,5,LMPX
331,28,6,PNNT
332,28,6,STML
333,28,5,BNFT
334,28,9,LKFN
335,28,7,BOXL
336,28,28,ISIG
337,29,8,CHEK
338,29,7,XBIT
339,29,8,CALA
340,29,6,FIXX
341,29,5,BLDR
342,29,6,IPLDP
343,29,7,SMTC
344,29,9,FCBC
345,29,9,GLMD
346,29,9,TDIV
347,29,9,VRML
348,29,17,EUFN
349,30,8,CRTX
350,30,6,CIDM
351,30,9,CAN
352,30,5,VIRT
353,30,8,EVGN
354,30,6,STRO
355,30,7,CSWI
356,30,10,DXCM
357,30,10,NEPT
358,30,6,NEOS
359,30,7,FMAO
360,30,18,MTEX
361,31,5,FIVN
362,31,5,EWZS
363,31,5,SGOC
364,31,7,ALLO
365,31,8,SAUC
366,31,9,NVCR
367,31,6,IMAC
368,31,10,MTBC
369,31,8,IBTX
370,31,10,DSGX
371,31,6,NBRV
372,31,21,RGLD
373,32,6,WIFI
374,32,5,NVEE
375,32,10,BNSO
376,32,5,CPLP
377,32,7,PRNB
378,32,9,ULBI
379,32,5,PCTY
380,32,6,OKTA
381,32,8,ALNA
382,32,10,OVLY
383,32,5,BWEN
384,32,24,PDEV
385,33,10,METC
386,33,10,ABDC
387,33,7,FLDM
388,33,6,BSJO
389,33,9,MOSY
390,33,8,DTEA
391,33,9,MRSN
392,33,7,VXRT
393,33,10,UEPS
394,33,10,EYE
395,33,7,EGLE
396,33,7,TGEN
397,34,10,WERN
398,34,5,AMSWA
399,34,8,EVSTC
400,34,5,FLNT
401,34,9,SBCF
402,34,7,PUYI
403,34,10,RIVE
404,34,9,CNET
405,34,9,SLIM
406,34,9,SUNS
407,34,6,NEON
408,34,13,GMDA
409,35,9,ISEM
410,35,10,STAF
411,35,7,ISNS
412,35,9,JBLU
413,35,7,NHLD
414,35,10,MRSN
415,35,10,EIGI
416,35,5,ZIXI
417,35,10,IMBI
418,35,5,NKSH
419,35,7,SLS
420,35,11,BAND
421,36,10,IBOC
422,36,6,REDU
423,36,7,MDRR
424,36,10,HNRG
425,36,10,XRAY
426,36,8,CPST
427,36,8,NLNK
428,36,7,BSCR
429,36,10,VYMI
430,36,5,COMT
431,36,6,NICK
432,36,13,CACC
433,37,10,BNFT
434,37,6,GT
435,37,7,ADRU
436,37,9,SPFI
437,37,10,FEM
438,37,6,DRTT
439,37,9,CBNK
440,37,6,RIGL
441,37,10,LILA
442,37,10,PACQ
443,37,8,ICLR
444,37,9,NICK
445,38,8,RESN
446,38,9,SINA
447,38,5,GENY
448,38,8,POWL
449,38,8,PYPL
450,38,10,SNFCA
451,38,8,OSBC
452,38,6,AHPI
453,38,5,SDVY
454,38,6,PETZ
455,38,8,MAR
456,38,19,HCCH
457,39,8,SYNA
458,39,9,LOAN
459,39,9,HVBC
460,39,9,SHBI
461,39,5,FCCY
462,39,10,FTAG
463,39,9,WAFU
464,39,7,APEN
465,39,5,CASA
466,39,10,CRVL
467,39,6,MTSI
468,39,13,MCHP
469,40,7,PME
470,40,9,MGTX
471,40,7,SIEB
472,40,9,THCA
473,40,8,GTLS
474,40,8,VRIG
475,40,6,ANDE
476,40,8,ORG
477,40,10,WVVIP
478,40,9,BECN
479,40,6,VXUS
480,40,13,DRNA
481,41,8,TXRH
482,41,10,OSUR
483,41,9,MJCO
484,41,5,AACG
485,41,7,OSPN
486,41,9,ACAM
487,41,6,DXCM
488,41,8,USEG
489,41,8,COCP
490,41,5,IRCP
491,41,5,IPDN
492,41,20,CRAI
493,42,10,TRMB
494,42,5,TSC
495,42,10,MOXC
496,42,5,AEGN
497,42,8,UMPQ
498,42,8,SGRP
499,42,7,ATEX
500,42,5,FITBI
501,42,8,UFO
502,42,8,HYXE
503,42,10,STAY
504,42,16,PSEC
505,43,9,TNDM
506,43,7,ISSC
507,43,9,PCH
508,43,5,SECO
509,43,8,EDUC
510,43,9,NGHCP
511,43,10,CATS
512,43,6,HTHT
513,43,5,PBHC
514,43,8,PSCC
515,43,8,WTBA
516,43,16,CHRW
517,44,5,PEGA
518,44,5,SPHS
519,44,5,RTIX
520,44,8,CLLS
521,44,8,EPIX
522,44,9,TCPC
523,44,7,GERN
524,44,5,GNFT
525,44,7,NVEC
526,44,8,ABMD
527,44,7,TIPT
528,44,26,ORTX
529,45,5,BCOM
530,45,5,DWFI
531,45,9,INVE
532,45,5,NCSM
533,45,6,OCC
534,45,9,FIVE
535,45,10,CAMP
536,45,7,BANR
537,45,9,BOOM
538,45,6,RRD
539,45,6,MANT
540,45,23,TBPH
541,46,7,ORLY
542,46,7,PIRS
543,46,8,NYMTN
544,46,5,PY
545,46,8,MOXC
546,46,7,ACST
547,46,9,LMST
548,46,5,SIFY
549,46,8,ALNA
550,46,5,LYTS
551,46,5,BMLP
552,46,26,CLGN
553,47,7,APPF
554,47,7,GYRO
555,47,5,LBTYA
556,47,7,KBLM
557,47,8,SONM
558,47,7,AXLA
559,47,5,CODX
560,47,8,APM
561,47,10,ICPT
562,47,10,FLIR
563,47,9,NTRP
564,47,17,PGJ
565,48,8,FNY
566,48,9,LGIH
567,48,8,RUN
568,48,6,AWRE
569,48,5,ZKIN
570,48,9,GSKY
571,48,5,CRESY
572,48,8,AMRS
573,48,9,NEWT
574,48,6,SKOR
575,48,5,DGRE
576,48,22,TACT
577,49,7,GSM
578,49,8,SND
579,49,5,INSE
580,49,8,KRTX
581,49,9,AMEH
582,49,9,JKI
583,49,6,FENC
584,49,8,SEED
585,49,10,STIM
586,49,8,FMB
587,49,6,ZUMZ
588,49,16,LIND
589,50,9,BSCE
590,50,7,HBANO
591,50,8,ORGO
592,50,7,FUND
593,50,10,DSGX
594,50,6,TYHT
595,50,10,AZRX
596,50,5,FBNC
597,50,6,IDRA
598,50,10,CLRB
599,50,5,QTNT
600,50,17,HIBB
601,51,6,SBLK
602,51,6,APRE
603,51,6,PLUG
604,51,5,NVAX
605,51,9,HZNP
606,51,5,EPSN
607,51,8,ARCE
608,51,8,PBHC
609,51,10,TRIL
610,51,6,FDTS
611,51,8,FWRD
612,51,23,NHTC
613,52,8,GWGH
614,52,8,VERB
615,52,9,CGBD
616,52,5,PEP
617,52,8,SBBP
618,52,6,BYSI
619,52,9,RNSC
620,52,10,KLXE
621,52,7,JOBS
622,52,6,ARGX
623,52,6,CLUB
624,52,18,UROV
625,53,9,EFAS
626,53,6,FMBH
627,53,8,CMCTP
628,53,5,DTUL
629,53,5,POWL
630,53,6,ALCO
631,53,8,OPHC
632,53,10,WORX
633,53,6,LTBR
634,53,10,LAWS
635,53,10,BSCE
636,53,17,KFFB
637,54,10,SONA
638,54,6,MCHP
639,54,9,ACT
640,54,8,FBIOP
641,54,6,CNBKA
642,54,5,PRFZ
643,54,8,HWC
644,54,9,LARK
645,54,7,SLGL
646,54,6,MSVB
647,54,6,CSQ
648,54,20,AFH
649,55,8,STAY
650,55,10,NLNK
651,55,10,BIS
652,55,6,BLDR
653,55,9,CWBC
654,55,10,IPHS
655,55,5,GASS
656,55,10,KFRC
657,55,9,DWSN
658,55,10,RDIB
659,55,6,TBBK
660,55,7,VONV
661,56,9,MNTA
662,56,5,TURN
663,56,7,EIDX
664,56,9,CHDN
665,56,9,QLYS
666,56,5,EQBK
667,56,9,MBCN
668,56,9,ETFC
669,56,10,TWMC
670,56,7,TATT
671,56,6,JBHT
672,56,15,CWBR
673,57,5,CNCR
674,57,5,FARO
675,57,6,SNOA
676,57,6,IMAC
677,57,8,PHO
678,57,5,IBUY
679,57,9,SWIR
680,57,6,IEI
681,57,7,KFRC
682,57,10,BSMM
683,57,5,SEED
684,57,28,LKFN
685,58,9,AMTD
686,58,9,PUB
687,58,9,RCM
688,58,9,ASTE
689,58,9,TIPT
690,58,10,GRVY
691,58,7,PTEN
692,58,8,OMAB
693,58,10,BLUE
694,58,6,TIBR
695,58,6,ARYA
696,58,8,SY
697,59,6,PFBC
698,59,6,MRBK
699,59,7,PRCP
700,59,6,CRNT
701,59,6,IUSV
702,59,6,GMLPP
703,59,7,RELL
704,59,6,TLF
705,59,6,LGND
706,59,6,HTLD
707,59,5,MGNX
708,59,33,WKHS
709,60,9,DWSH
710,60,7,BECN
711,60,8,EFOI
712,60,5,KBWD
713,60,7,KXIN
714,60,10,JOBS
715,60,9,AMEH
716,60,9,QCLN
717,60,6,GURE
718,60,6,WKEY
719,60,7,NCLH
720,60,17,MMSI
721,61,8,BMTC
722,61,9,EVGN
723,61,9,SDVY
724,61,9,CARZ
725,61,10,FCCO
726,61,5,BIDU
727,61,8,FBMS
728,61,5,CXDC
729,61,8,GECC
730,61,5,BKSC
731,61,8,CFBI
732,61,16,DOMO
733,62,10,IEC
734,62,7,LBC
735,62,8,OMCL
736,62,9,GNPX
737,62,6,IPLDP
738,62,5,LKFN
739,62,8,MNTX
740,62,7,PUYI
741,62,9,USLV
742,62,6,SNDE
743,62,9,PSCH
744,62,16,CPSH
745,63,8,BSRR
746,63,8,ROSE
747,63,10,OPB
748,63,5,PFM
749,63,9,MSVB
750,63,9,CSA
751,63,8,SPKEP
752,63,8,AKBA
753,63,10,EVOL
754,63,9,GXGX
755,63,9,ARYA
756,63,7,CASS
757,64,7,BKEP
758,64,10,GLPI
759,64,9,WING
760,64,8,CNFR
761,64,6,NDLS
762,64,6,TRMD
763,64,9,CSB
764,64,5,TRNS
765,64,6,VIVE
766,64,8,CSSEP
767,64,10,VTIQ
768,64,16,PTVCB
769,65,7,HBT
770,65,9,IEC
771,65,6,CHKP
772,65,10,DISH
773,65,9,ANGL
774,65,10,DWAT
775,65,7,MKSI
776,65,8,SLM
777,65,8,DGII
778,65,9,NODK
779,65,8,LAKE
780,65,9,LTRX
781,66,10,LNDC
782,66,9,BTEC
783,66,8,PGC
784,66,6,LEGR
785,66,7,ZEAL
786,66,9,TBNK
787,66,6,IGMS
788,66,9,PCOM
789,66,9,DIOD
790,66,10,SMPL
791,66,7,QK
792,66,10,DLBS
793,67,8,ASPS
794,67,10,AVNW
795,67,7,JRSH
796,67,9,SGBX
797,67,7,IDXX
798,67,6,OPK
799,67,6,UONE
800,67,8,USAP
801,67,6,PETQ
802,67,5,CVV
803,67,9,AMNB
804,67,19,EXPE
805,68,8,PGNX
806,68,5,CMCT
807,68,5,KBWD
808,68,7,NXTG
809,68,6,CFFI
810,68,7,CDOR
811,68,10,TBBK
812,68,7,ADUS
813,68,5,SUSB
814,68,8,REPL
815,68,5,OXBR
816,68,27,INVE
817,69,9,HLNE
818,69,7,DJCO
819,69,5,HIMX
820,69,7,DERM
821,69,5,INOV
822,69,5,LAZY
823,69,7,HRZN
824,69,6,IMMU
825,69,7,KRNT
826,69,7,QNST
827,69,7,PWOD
828,69,28,THRM
829,70,5,OCSI
830,70,5,CBMG
831,70,7,CENT
832,70,8,PAVM
833,70,10,AMTBB
834,70,6,DOGZ
835,70,6,VRCA
836,70,7,TGEN
837,70,5,NAKD
838,70,9,KPTI
839,70,5,CYOU
840,70,27,DSWL
841,71,7,ALIM
842,71,5,PTLA
843,71,9,KBWR
844,71,6,XEL
845,71,10,NDLS
846,71,7,FNCB
847,71,5,APOP
848,71,10,ZBIO
849,71,6,GMHI
850,71,5,CMRX
851,71,5,HNNA
852,71,25,IRBT
853,72,6,GNSS
854,72,10,BMTC
855,72,7,DWUS
856,72,8,VBLT
857,72,7,MGLN
858,72,6,PTNR
859,72,10,JYNT
860,72,8,COOP
861,72,10,EAST
862,72,8,OFED
863,72,5,CLSN
864,72,15,IBB
865,73,6,PETQ
866,73,9,RVSB
867,73,8,TILE
868,73,6,NODK
869,73,10,OFIX
870,73,8,HYZD
871,73,8,THBR
872,73,8,FTSV
873,73,6,LBRDK
874,73,6,MYT
875,73,5,TER
876,73,20,FBZ
877,74,6,MJCO
878,74,6,FLNT
879,74,8,VERY
880,74,5,SY
881,74,8,ROBT
882,74,5,SMMCU
883,74,6,DSKE
884,74,7,MGRC
885,74,5,PHAT
886,74,5,PMOM
887,74,10,FELE
888,74,29,ARTW
889,75,9,BWEN
890,75,7,AVGR
891,75,9,EWBC
892,75,5,SPT
893,75,8,AEYE
894,75,9,BYND
895,75,5,CARV
896,75,5,BSMN
897,75,7,FMBI
898,75,10,SPAR
899,75,9,VBLT
900,75,17,FMK
901,76,6,SMBC
902,76,9,AIQ
903,76,6,BURG
904,76,7,CLPS
905,76,7,SHY
906,76,10,CDZI
907,76,9,SHEN
908,76,8,GMHIW
909,76,8,CODX
910,76,9,HABT
911,76,5,LSXMA
912,76,16,LIQT
913,77,9,ESPR
914,77,7,OXBR
915,77,9,PRTK
916,77,6,LNDC
917,77,8,KURA
918,77,8,MRBK
919,77,8,CPRX
920,77,5,NICE
921,77,5,FARM
922,77,7,TYME
923,77,6,FNWB
924,77,22,SLGL
925,78,6,ZG
926,78,9,RICK
927,78,7,MTSC
928,78,8,ZAGG
929,78,7,BSCO
930,78,6,GLIBP
931,78,6,CMCTP
932,78,5,HOFT
933,78,6,BJK
934,78,9,LNT
935,78,7,NATH
936,78,24,RUBY
937,79,7,BBCP
938,79,10,AVXL
939,79,6,IBCP
940,79,10,NTIC
941,79,8,ASMB
942,79,5,OXLCO
943,79,5,FBNC
944,79,6,MBIO
945,79,8,VUSE
946,79,10,ESBK
947,79,5,IQ
948,79,20,NVDA
949,80,8,WBA
950,80,10,ROCK
951,80,7,MFSF
952,80,6,GLMD
953,80,6,ADTN
954,80,10,STOK
955,80,9,ANTE
956,80,6,PSCF
957,80,7,AGIO
958,80,5,DRTT
959,80,9,AGFS
960,80,17,ARVN
961,81,5,WSG
962,81,10,AXLA
963,81,7,TREE
964,81,8,TSCAP
965,81,6,WASH
966,81,8,HTLD
967,81,10,MFSF
968,81,5,SEIC
969,81,9,BWFG
970,81,6,SGLB
971,81,9,AQB
972,81,17,GNSS
973,82,6,PHAS
974,82,9,MBINP
975,82,8,SRCL
976,82,6,PXI
977,82,5,CPHC
978,82,8,AMKR
979,82,8,USMC
980,82,7,PBHC
981,82,10,FV
982,82,10,SINT
983,82,6,ZSAN
984,82,17,DTYS
985,83,7,SMMF
986,83,8,PSET
987,83,5,GIGE
988,83,8,CETXP
989,83,6,GULF
990,83,10,CNMD
991,83,9,CORV
992,83,9,DWLD
993,83,6,CDW
994,83,5,CYAN
995,83,7,EVFM
996,83,20,IESC
997,84,5,NBTB
998,84,9,ISSC
999,84,9,PPHI
1000,84,7,IRIX
1001,84,8,SSKN
1002,84,7,OPRX
1003,84,6,HEAR
1004,84,5,HYXE
1005,84,10,NNBR
1006,84,8,LWAY
1007,84,10,XELB
1008,84,16,BPFH
1009,85,9,ESSA
1010,85,6,INWK
1011,85,7,RKDA
1012,85,9,SAEX
1013,85,5,NCMI
1014,85,9,BCBP
1015,85,5,PTF
1016,85,10,ASET
1017,85,7,AVID
1018,85,9,NFTY
1019,85,7,CIZN
1020,85,17,RETA
1021,86,7,TIGR
1022,86,5,ARCB
1023,86,9,FMAO
1024,86,9,PY
1025,86,10,DMAC
1026,86,5,TDIV
1027,86,8,RRBI
1028,86,9,GTEC
1029,86,7,CFFA
1030,86,7,BFC
1031,86,6,GTLS
1032,86,18,HAIN
1033,87,8,NEOG
1034,87,7,CTXS
1035,87,5,SPKE
1036,87,9,DPHC
1037,87,5,CYCCP
1038,87,6,PROV
1039,87,5,PINC
1040,87,5,LPSN
1041,87,8,DRIO
1042,87,7,GWGH
1043,87,5,JFK
1044,87,30,HYND
1045,88,8,LYFT
1046,88,8,DMPI
1047,88,8,CDNA
1048,88,5,BPTH
1049,88,9,EXPI
1050,88,5,NEWA
1051,88,10,AACG
1052,88,10,CERN
1053,88,10,VRTS
1054,88,10,LAMR
1055,88,9,TLT
1056,88,8,KTOS
1057,89,7,MDB
1058,89,7,ICHR
1059,89,5,RFIL
1060,89,8,CNSP
1061,89,5,QTEC
1062,89,6,KOPN
1063,89,7,LXRX
1064,89,7,SSYS
1065,89,9,STBA
1066,89,7,FBIO
1067,89,10,IKNX
1068,89,22,DRTT
1069,90,6,TLF
1070,90,7,BZUN
1071,90,5,MCBC
1072,90,7,XGN
1073,90,7,STOK
1074,90,8,IUSS
1075,90,6,CATB
1076,90,9,BDGE
1077,90,6,BSBE
1078,90,9,WVFC
1079,90,5,XOG
1080,90,25,ACAM
1081,91,6,IDRA
1082,91,5,CGO
1083,91,7,TRMD
1084,91,9,SGBX
1085,91,9,WLFC
1086,91,7,RCKT
1087,91,6,VRTSP
1088,91,10,CORV
1089,91,7,CHIC
1090,91,10,USEG
1091,91,9,MLVF
1092,91,15,CVV
1093,92,9,VYGR
1094,92,7,BLDP
1095,92,6,RLMD
1096,92,7,VLYPP
1097,92,8,CHMA
1098,92,9,WTRH
1099,92,8,FCFS
1100,92,10,DGICB
1101,92,8,CBAT
1102,92,8,SYBT
1103,92,10,INOV
1104,92,10,USLM
1105,93,10,KIRK
1106,93,9,NTES
1107,93,7,ESTA
1108,93,8,WETF
1109,93,9,SABR
1110,93,8,HNDL
1111,93,7,AMTBB
1112,93,8,FLDM
1113,93,6,STFC
1114,93,10,EAST
1115,93,5,XT
1116,93,13,RGNX
1117,94,6,EXPE
1118,94,7,OFLX
1119,94,9,PSMT
1120,94,5,CYCC
1121,94,5,CLSN
1122,94,5,TTD
1123,94,6,WLFC
1124,94,5,AXGT
1125,94,7,TREE
1126,94,7,PRVB
1127,94,5,NUVA
1128,94,33,PRFZ
1129,95,9,WIX
1130,95,8,ZNGA
1131,95,10,ACAM
1132,95,5,BWEN
1133,95,7,CHI
1134,95,7,PKW
1135,95,9,QFIN
1136,95,6,BLU
1137,95,7,FLIR
1138,95,5,WTFCM
1139,95,8,ROLL
1140,95,19,OXBR
1141,96,9,TIBR
1142,96,5,ENTG
1143,96,6,TIGR
1144,96,9,BSMP
1145,96,6,PSEC
1146,96,7,MSEX
1147,96,8,DNKN
1148,96,8,PPBI
1149,96,5,CFB
1150,96,6,CSBR
1151,96,6,XGN
1152,96,25,BASI
1153,97,9,CLDB
1154,97,9,VIVO
1155,97,6,GNFT
1156,97,9,VBIV
1157,97,9,PIH
1158,97,7,CELH
1159,97,8,ADXS
1160,97,10,CXDC
1161,97,5,MYFW
1162,97,9,TRVN
1163,97,10,HLIO
1164,97,9,DSGX
1165,98,10,GFED
1166,98,10,TMDI
1167,98,5,HLIO
1168,98,6,BSCT
1169,98,9,JBHT
1170,98,6,MOR
1171,98,10,CZNC
1172,98,10,BBC
1173,98,8,AMZN
1174,98,8,PICO
1175,98,6,STNE
1176,98,12,FDUS
1177,99,10,VCTR
1178,99,10,SGC
1179,99,9,MMYT
1180,99,6,CVV
1181,99,6,MOHO
1182,99,7,TCDA
1183,99,10,NWFL
1184,99,5,TSCO
1185,99,8,STML
1186,99,9,PBFS
1187,99,6,MIRM
1188,99,14,ASLN
1189,100,10,IEI
1190,100,10,FSLR
1191,100,9,KNSL
1192,100,9,VGSH
1193,100,5,JD
1194,100,7,BKEPP
1195,100,9,FLLC
1196,100,9,RGNX
1197,100,10,NVDA
1198,100,8,RTIX
1199,100,8,UBSI
1200,100,6,CBTX
1201,101,8,MJCO
1202,101,7,HABT
1203,101,5,IESC
1204,101,8,UPLD
1205,101,5,USLB
1206,101,10,NTLA
1207,101,10,LILA
1208,101,8,ADIL
1209,101,6,HWCC
1210,101,7,EVSTC
1211,101,8,MSBF
1212,101,18,ISDS
1213,102,9,DMAC
1214,102,8,JOUT
1215,102,7,GTLS
1216,102,8,NTAP
1217,102,6,EZPW
1218,102,6,TTMI
1219,102,8,TNAV
1220,102,6,KELYA
1221,102,5,XPER
1222,102,6,SBFG
1223,102,8,MXIM
1224,102,23,WLDN
1225,103,6,CEMI
1226,103,9,BRPA
1227,103,6,OTEL
1228,103,5,BNGO
1229,103,5,WVE
1230,103,7,SABR
1231,103,7,GHSI
1232,103,9,SIBN
1233,103,5,UBSI
1234,103,8,HCKT
1235,103,6,DENN
1236,103,27,SBBP
1237,104,8,LYTS
1238,104,5,IDXG
1239,104,8,BBI
1240,104,6,PTSI
1241,104,8,MOFG
1242,104,7,CHEK
1243,104,5,FID
1244,104,7,PDFS
1245,104,5,FTSV
1246,104,5,BLRX
1247,104,7,PODD
1248,104,29,TRPX
1249,105,10,MMSI
1250,105,8,OKTA
1251,105,9,ROIC
1252,105,8,HSON
1253,105,10,GFNCP
1254,105,8,GCBC
1255,105,9,CLDX
1256,105,7,ARLP
1257,105,8,DGICA
1258,105,7,ALIM
1259,105,6,AXDX
1260,105,10,PVAL
1261,106,5,ALLT
1262,106,5,PFI
1263,106,8,CLFD
1264,106,10,AMAT
1265,106,5,VBTX
1266,106,10,TSCO
1267,106,7,NAVI
1268,106,8,WDAY
1269,106,6,KINS
1270,106,8,BATRK
1271,106,6,SBPH
